CaseNum,RYCohort,donatesum,SpouseAlum,SportsAlum,UGAlumAwards,OtherUGAct,EverAssigned,BoardMember,ChildAlum,ParentAlum,SiblingAlum,GradDegree,TotalReunions,OnePlusEvents,Years Lapsed
3274,1984,2,0,0,0,0,0,0,0,0,1,0,2,1,4
3275,1984,1,0,0,0,0,0,0,0,0,0,0,4,1,8
3276,1984,2,1,0,0,0,1,1,0,0,0,0,0,1,1
3277,1984,0,0,0,0,1,0,0,1,0,0,1,0,1,4
3278,1984,0,0,0,0,0,0,0,0,0,0,1,0,0,22
3279,1984,2,0,0,1,0,0,0,0,0,0,1,0,1,1
3280,1984,1,0,0,0,1,0,0,0,0,1,0,2,1,7
3281,1984,2,1,0,0,0,1,0,0,0,0,0,3,1,7
3282,1984,0,0,0,0,1,0,0,0,0,0,0,0,1,48
3283,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3284,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3285,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3286,1984,0,0,1,1,0,0,0,0,1,0,0,2,0,25
3287,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3288,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,17
3289,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3290,1984,1,0,0,0,1,0,0,0,0,1,0,0,0,5
3291,1984,2,0,0,0,0,0,0,0,0,0,0,0,0,6
3292,1984,0,1,0,0,1,0,0,0,0,0,0,0,1,1
3293,1984,0,0,0,0,1,0,0,0,0,0,1,0,0,48
3294,1984,1,0,0,0,0,0,0,0,0,0,0,1,0,1
3295,1984,0,0,0,0,0,0,0,0,0,1,0,0,0,48
3296,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,6
3297,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3298,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3299,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3300,1984,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3301,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3302,1984,0,0,0,0,0,0,0,0,1,0,0,0,0,48
3303,1984,0,0,0,0,1,0,0,0,1,1,0,0,0,48
3304,1984,0,0,0,0,0,0,0,0,0,0,0,1,0,48
3305,1984,2,0,0,0,0,0,0,0,0,0,0,1,0,5
3306,1984,0,0,0,1,0,0,0,0,0,0,0,0,0,48
3307,1984,0,0,1,0,0,0,0,0,1,0,1,4,1,1
3308,1984,0,0,1,0,0,0,0,0,0,0,0,0,0,27
3309,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3310,1984,1,0,0,0,0,0,0,0,0,0,0,1,1,8
3311,1984,0,1,0,1,1,0,0,0,0,0,0,0,1,21
3312,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3313,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3314,1984,2,1,1,0,0,0,0,1,0,1,1,7,1,2
3315,1984,1,0,0,0,0,0,0,0,0,0,0,1,1,15
3316,1984,1,0,0,0,0,0,0,0,0,0,0,7,0,1
3317,1984,2,0,0,1,0,0,0,0,1,1,0,2,1,0
3318,1984,1,1,0,0,0,0,0,0,0,0,0,7,1,5
3319,1984,0,0,0,0,0,0,0,0,1,0,0,2,0,48
3320,1984,0,0,0,0,0,0,0,0,1,0,0,0,0,48
3321,1984,0,0,0,0,0,0,0,0,1,0,0,2,0,10
3322,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3323,1984,0,0,0,0,0,0,0,0,1,0,0,0,0,24
3324,1984,0,1,1,1,0,0,0,0,0,0,0,0,1,21
3325,1984,0,0,0,0,0,0,0,0,0,1,0,0,1,2
3326,1984,0,0,0,0,1,0,0,0,0,0,0,0,0,48
3327,1984,2,0,0,0,0,0,0,0,0,0,0,0,0,6
3328,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3329,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,21
3330,1984,2,1,0,0,0,0,0,0,0,0,0,3,0,1
3331,1984,2,0,0,0,0,0,0,0,0,0,0,0,1,2
3332,1984,2,0,1,0,0,0,0,0,0,0,0,2,1,3
3333,1984,0,0,1,0,0,0,0,0,1,1,0,3,1,26
3334,1984,0,0,0,0,1,0,0,0,1,0,0,2,0,25
3335,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3336,1984,0,0,0,0,0,0,0,0,1,0,0,0,0,25
3337,1984,0,0,0,0,1,0,0,0,0,0,0,2,0,26
3338,1984,0,0,0,0,0,0,0,0,0,0,0,2,0,2
3339,1984,2,0,0,0,0,0,0,1,0,0,0,6,1,2
3340,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3341,1984,0,0,0,1,0,0,0,0,1,0,0,1,1,5
3342,1984,1,0,0,0,1,1,0,0,1,0,0,13,1,3
3343,1984,2,0,0,0,0,0,0,0,0,0,1,3,0,1
3344,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3345,1984,0,0,0,0,0,1,0,1,0,0,0,1,1,5
3346,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3347,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,11
3348,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3349,1984,1,1,0,0,0,0,0,0,0,0,0,4,1,2
3350,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3351,1984,2,1,1,0,0,1,1,0,0,0,0,6,1,0
3352,1984,1,1,0,0,0,0,0,0,0,0,1,0,1,4
3353,1984,0,0,0,0,0,0,0,0,0,0,0,3,1,10
3354,1984,2,1,0,0,0,0,0,0,0,1,0,5,1,1
3355,1984,0,0,0,0,0,0,0,0,0,0,1,2,0,48
3356,1984,2,0,0,0,0,1,0,0,0,0,0,1,0,4
3357,1984,1,0,0,0,0,0,0,0,0,0,0,2,1,8
3358,1984,2,0,0,0,0,0,0,1,0,0,0,7,0,1
3359,1984,0,0,0,0,0,0,0,0,0,0,0,2,0,11
3360,1984,0,0,0,0,0,0,0,0,0,0,0,1,0,48
3361,1984,0,0,0,0,0,0,0,0,0,0,1,0,0,25
3362,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3363,1984,1,0,1,0,1,0,0,1,0,1,0,0,1,9
3364,1984,0,0,0,0,0,0,0,0,1,0,0,0,0,48
3365,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3366,1984,0,1,0,1,0,0,0,0,0,0,0,0,1,48
3367,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,25
3368,1984,0,0,0,0,1,0,0,0,0,0,0,3,1,21
3369,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3370,1984,0,0,0,0,1,0,0,0,0,0,0,0,0,48
3371,1984,0,0,0,0,0,0,0,0,1,0,0,1,0,48
3372,1984,0,0,0,0,0,0,0,0,0,0,0,3,0,48
3373,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3374,1984,1,0,0,0,0,0,0,0,0,0,0,0,1,5
3375,1984,0,0,0,0,1,0,0,0,0,0,0,0,0,34
3376,1984,1,0,0,0,0,0,0,0,0,0,0,0,1,9
3377,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3378,1984,0,0,0,0,1,0,0,0,0,0,0,0,0,22
3379,1984,1,1,0,1,0,1,1,1,0,0,0,3,1,2
3380,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,9
3381,1984,0,0,0,0,0,0,0,0,1,1,0,0,0,48
3382,1984,1,0,0,0,1,0,0,0,0,0,0,0,1,7
3383,1984,2,1,0,0,0,0,0,1,0,0,0,5,1,0
3384,1984,0,0,0,0,0,0,0,0,0,1,0,3,1,19
3385,1984,0,0,0,0,0,0,0,0,0,0,0,2,0,11
3386,1984,0,1,0,0,0,1,0,0,0,0,0,3,1,2
3387,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3388,1984,0,1,0,0,1,0,0,0,0,0,0,0,0,48
3389,1984,1,0,0,0,0,1,0,0,0,0,0,0,0,11
3390,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3391,1984,2,0,0,0,0,0,0,0,0,0,0,3,1,2
3392,1984,0,0,0,0,1,0,0,0,0,0,0,1,1,48
3393,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,15
3394,1984,0,0,0,0,1,0,0,0,0,0,0,0,0,48
3395,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3396,1984,1,0,1,0,0,0,0,0,0,1,0,0,0,14
3397,1984,2,0,0,0,0,0,0,0,0,0,0,5,1,2
3398,1984,2,0,0,0,0,0,0,0,0,0,0,9,0,1
3399,1984,1,0,0,0,0,0,0,0,0,0,0,12,0,8
3400,1984,0,0,0,0,0,0,0,0,0,0,0,2,0,14
3401,1984,1,0,0,0,0,1,0,0,0,0,1,0,1,2
3402,1984,1,0,0,0,0,0,1,0,0,0,0,2,1,1
3403,1984,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3404,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3405,1984,0,0,0,0,1,0,0,0,0,0,0,0,0,48
3406,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3407,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,2
3408,1984,0,0,1,0,0,0,0,0,0,0,1,3,1,48
3409,1984,0,0,0,0,1,0,0,0,0,0,0,0,0,48
3410,1984,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3411,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3412,1984,0,0,0,0,0,0,0,0,0,1,0,0,0,48
3413,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3414,1984,0,0,0,0,0,0,0,1,0,1,0,0,1,3
3415,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,10
3416,1984,2,0,0,0,0,0,0,0,0,0,0,21,1,1
3417,1984,0,1,0,0,0,0,0,0,0,0,0,1,0,48
3418,1984,1,1,0,0,0,0,0,0,0,0,0,0,0,5
3419,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3420,1984,1,0,0,0,0,0,0,0,0,0,0,1,0,10
3421,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3422,1984,0,0,0,0,0,0,0,0,0,0,1,0,1,17
3423,1984,1,0,0,0,0,0,0,0,1,0,0,0,1,2
3424,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,9
3425,1984,0,1,1,0,0,0,0,0,0,0,0,5,0,48
3426,1984,0,0,0,0,0,0,0,1,0,0,0,0,0,48
3427,1984,0,0,0,0,0,0,0,0,0,0,0,2,0,48
3428,1984,1,0,0,0,0,0,0,1,0,0,0,0,1,2
3429,1984,1,1,0,0,0,0,0,1,1,1,0,6,1,1
3430,1984,1,0,0,0,0,0,0,0,0,0,0,0,1,11
3431,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,17
3432,1984,0,0,0,0,0,0,0,0,0,0,0,0,1,12
3433,1984,0,1,0,0,0,0,0,0,0,0,0,0,1,48
3434,1984,1,0,0,0,0,0,0,0,0,0,0,0,1,4
3435,1984,1,1,0,0,0,0,0,0,0,0,0,7,1,2
3436,1984,0,0,0,0,0,0,0,0,0,0,0,0,1,2
3437,1984,1,0,0,0,1,0,0,0,0,1,0,1,0,8
3438,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3439,1984,0,0,0,0,0,0,0,0,0,0,0,3,0,48
3440,1984,1,1,1,0,0,0,0,0,1,1,0,1,1,15
3441,1984,1,0,0,0,0,0,0,0,0,0,0,0,1,4
3442,1984,0,0,0,0,0,0,0,0,1,0,0,0,0,48
3443,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3444,1984,2,1,0,0,0,0,0,0,0,0,0,0,1,1
3445,1984,1,1,0,0,0,0,0,0,0,0,1,0,0,7
3446,1984,0,0,0,0,0,0,0,1,0,0,0,2,0,1
3447,1984,2,1,0,0,0,1,1,1,0,1,1,0,1,2
3448,1984,1,1,0,0,0,0,0,0,0,0,0,0,1,1
3449,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,32
3450,1984,2,0,1,0,1,0,1,0,0,0,0,11,1,1
3451,1984,2,0,1,0,0,0,0,0,0,0,0,0,0,2
3452,1984,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3453,1984,0,1,0,0,1,0,0,0,0,0,1,0,0,48
3454,1984,0,0,0,0,0,0,0,0,1,0,0,0,0,10
3455,1984,0,0,0,0,0,0,0,0,0,0,1,0,1,23
3456,1984,1,0,0,0,0,0,0,0,0,1,0,8,1,7
3457,1984,0,0,0,0,0,0,0,0,0,0,1,0,0,48
3458,1984,2,0,0,0,0,1,0,0,0,0,0,0,0,2
3459,1984,1,0,0,0,0,0,1,1,0,0,0,1,1,1
3460,1984,0,1,0,0,0,0,0,0,0,0,0,0,0,27
3461,1984,0,0,0,0,0,0,0,0,0,0,0,1,0,48
3462,1984,2,0,0,0,0,0,0,0,0,0,0,0,0,2
3463,1984,0,0,1,0,0,0,0,0,0,0,0,0,0,48
3464,1984,2,0,0,0,0,1,1,0,0,0,0,1,1,6
3465,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3466,1984,0,0,0,0,0,0,0,0,0,1,0,0,0,48
3467,1984,0,0,0,0,0,0,0,0,0,0,1,0,1,24
3468,1984,2,0,0,0,0,0,0,0,0,0,0,0,0,6
3469,1984,0,1,0,0,0,0,0,0,0,0,1,0,1,2
3470,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3471,1984,1,0,0,0,1,0,0,0,0,0,0,0,1,1
3472,1984,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3473,1984,1,0,0,1,0,0,0,0,0,0,1,2,0,5
3474,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3475,1984,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3476,1984,2,0,0,0,0,0,0,1,0,0,0,0,0,1
3477,1984,0,0,1,0,0,0,0,0,1,0,0,0,0,2
3478,1984,1,1,0,0,0,0,0,0,0,0,0,2,0,7
3479,1984,0,0,0,0,0,1,0,0,0,0,0,1,0,13
3480,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3481,1984,0,1,0,0,0,0,0,0,0,0,1,0,1,48
3482,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3483,1984,2,1,0,1,0,0,0,0,1,0,0,0,1,4
3484,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3485,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3486,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3487,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3488,1984,2,0,0,0,0,0,0,0,0,0,0,1,1,6
3489,1984,1,0,0,0,0,0,0,0,0,0,0,3,1,11
3490,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,25
3491,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3492,1984,1,0,0,0,0,0,0,0,0,0,0,0,1,1
3493,1984,0,0,1,0,0,0,0,0,0,0,0,0,0,48
3494,1984,1,1,0,0,0,0,0,1,0,0,0,6,1,1
3495,1984,1,0,0,0,0,0,0,0,0,0,1,2,0,12
3496,1984,0,1,0,0,1,0,0,1,0,0,0,0,1,2
3497,1984,0,0,0,0,1,0,0,0,0,0,0,0,1,48
3498,1984,0,0,0,0,1,0,0,0,0,0,0,2,1,17
3499,1984,2,0,0,0,0,0,0,0,0,0,0,0,0,5
3500,1984,0,0,0,0,0,0,0,0,0,0,0,0,1,27
3501,1984,2,0,0,0,1,0,0,0,0,0,0,6,1,7
3502,1984,1,0,0,0,0,0,0,0,0,0,0,1,1,12
3503,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3504,1984,1,0,0,0,0,0,0,0,0,1,1,2,1,7
3505,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3506,1984,1,0,0,0,0,0,0,0,0,0,0,1,0,6
3507,1984,0,0,0,0,0,0,0,0,0,1,0,0,0,48
3508,1984,0,0,0,0,0,0,0,0,0,1,0,0,0,48
3509,1984,1,1,0,0,0,1,0,0,0,1,0,0,1,6
3510,1984,1,0,0,0,0,0,0,0,0,0,0,7,0,1
3511,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3512,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3513,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,12
3514,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3515,1984,1,0,0,0,0,0,0,0,0,0,1,0,1,3
3516,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,3
3517,1984,0,0,0,0,0,0,0,0,0,1,0,0,0,12
3518,1984,0,0,0,0,1,0,0,0,0,0,0,0,1,48
3519,1984,2,0,1,0,0,0,0,0,0,0,1,3,1,6
3520,1984,0,0,0,0,1,0,0,0,0,0,0,0,0,26
3521,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3522,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3523,1984,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3524,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3525,1984,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3526,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3527,1984,0,0,0,1,0,0,0,0,0,1,0,0,0,48
3528,1984,0,0,0,0,0,0,0,0,0,0,0,2,0,4
3529,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3530,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531,1984,0,0,0,0,1,0,0,0,0,0,0,0,0,48
3532,1984,0,0,0,0,0,0,0,0,0,0,0,0,1,26
3533,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3534,1984,1,0,0,0,0,1,1,0,0,0,1,1,1,1
3535,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3536,1984,0,0,0,0,0,0,0,0,0,0,0,2,0,26
3537,1984,0,0,0,0,0,0,0,0,0,0,1,0,0,48
3538,1984,0,0,0,0,0,0,0,0,0,0,0,0,1,48
3539,1984,1,0,0,0,0,0,0,0,0,0,0,0,1,14
3540,1984,0,0,0,0,0,0,0,1,0,0,0,0,0,33
3541,1984,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3542,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3543,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3544,1984,0,0,1,0,0,0,0,0,0,0,0,0,1,20
3545,1984,0,0,0,0,0,0,0,0,0,0,0,3,0,11
3546,1984,1,0,0,0,0,0,0,0,0,0,0,1,1,13
3547,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3548,1984,1,0,0,0,0,1,0,0,0,1,0,5,1,14
3549,1984,0,0,0,0,0,0,0,0,0,1,1,0,0,25
3550,1984,1,0,0,0,1,0,0,0,0,0,1,0,1,8
3551,1984,0,0,0,0,1,0,0,0,0,0,0,0,0,48
3552,1984,0,0,0,0,0,0,0,0,0,0,0,3,0,23
3553,1984,0,0,0,0,0,0,0,0,0,0,0,0,1,19
3554,1984,0,0,0,0,0,0,0,0,1,0,0,0,0,48
3555,1984,2,0,0,0,0,0,0,0,0,0,0,0,1,7
3556,1984,2,1,1,0,0,1,1,0,0,0,0,7,1,1
3557,1984,0,0,1,0,0,0,0,0,0,0,0,0,1,19
3558,1984,0,0,1,0,0,0,0,0,0,1,0,0,1,22
3559,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3560,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3561,1984,0,0,0,0,0,0,0,0,0,0,1,0,0,17
3562,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3563,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3564,1984,2,0,0,0,0,0,0,0,0,0,0,0,1,1
3565,1984,1,1,0,0,0,0,0,0,0,1,0,3,1,2
3566,1984,0,0,1,0,1,0,0,0,0,0,0,3,1,48
3567,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3568,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,26
3569,1984,0,1,0,0,0,0,0,0,0,0,0,3,1,22
3570,1984,0,0,1,0,0,0,0,0,0,0,0,0,0,20
3571,1984,0,0,0,0,0,0,0,0,0,1,0,1,0,48
3572,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3573,1984,0,0,0,0,0,0,0,0,0,0,0,1,0,48
3574,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,27
3575,1989,1,0,0,0,0,0,0,0,1,1,0,0,0,9
3576,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3577,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3578,1989,1,0,0,0,1,0,0,0,0,0,0,0,0,8
3579,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3580,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3581,1984,2,1,0,0,0,1,1,1,0,0,0,2,1,1
3582,1989,0,0,0,0,0,0,0,0,0,1,0,0,0,5
3583,1989,0,1,0,1,0,0,0,0,1,0,0,0,0,10
3584,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,8
3585,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3586,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3587,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3588,1989,0,0,0,0,0,0,0,0,0,0,0,1,0,48
3589,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3590,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3591,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,48
3592,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3593,1989,0,0,0,0,0,0,0,0,0,0,1,1,1,1
3594,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3595,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3596,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3597,1989,0,0,1,0,0,0,0,0,0,0,0,1,1,5
3598,1989,0,0,0,0,0,1,1,0,0,0,0,0,1,3
3599,1984,1,1,0,0,0,0,0,0,0,0,1,0,0,15
3600,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,48
3601,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3602,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3603,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,23
3604,1989,0,1,0,0,1,0,0,0,1,1,0,2,0,17
3605,1989,1,0,0,0,0,0,0,0,1,0,0,0,0,8
3606,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3607,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3608,1989,0,0,1,0,0,0,0,0,0,0,0,0,0,48
3609,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3610,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3611,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3612,1979,0,0,0,0,0,0,0,0,0,0,1,1,1,18
3613,1984,2,1,0,0,0,1,1,0,1,1,1,0,1,0
3614,1984,0,0,0,0,1,0,0,0,0,1,0,4,1,3
3615,1984,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3616,1984,0,0,1,0,0,0,0,0,0,0,0,1,0,12
3617,1984,1,0,1,0,0,0,0,0,0,1,0,1,1,6
3618,1984,1,1,0,0,0,0,0,0,0,0,1,0,1,2
3619,1984,2,0,0,0,1,0,0,0,1,0,0,10,0,6
3620,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3621,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3622,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3623,1984,0,0,0,0,0,0,0,0,0,1,0,0,0,12
3624,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3625,1984,0,1,0,0,0,0,0,0,0,0,0,1,0,48
3626,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3627,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3628,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3629,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3630,1984,1,1,0,0,0,0,0,0,0,0,0,7,1,5
3631,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3632,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3633,1984,0,0,0,0,0,0,0,0,0,0,0,2,0,28
3634,1984,0,0,0,0,0,0,0,0,1,1,0,0,0,32
3635,1984,0,0,0,0,1,0,0,0,1,0,0,0,0,27
3636,1984,0,0,0,1,0,0,0,0,0,0,0,0,0,14
3637,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,25
3638,1984,0,0,0,0,0,0,0,1,0,0,0,2,0,48
3639,1984,0,0,0,0,0,0,0,1,0,0,0,0,1,2
3640,1984,2,0,0,0,1,0,1,1,1,1,0,9,1,1
3641,1989,0,0,1,0,0,0,0,0,0,0,0,0,0,2
3642,1984,1,1,1,0,0,0,0,0,0,0,0,2,1,0
3643,1984,0,0,0,0,0,0,0,0,0,1,0,0,0,48
3644,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,13
3645,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3646,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3647,1984,0,0,1,0,0,0,0,0,0,0,0,0,0,21
3648,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3649,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3650,1984,1,0,0,0,0,0,0,0,0,1,0,0,0,9
3651,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3652,1984,1,0,0,0,0,0,0,0,1,1,0,2,1,1
3653,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3654,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3655,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3656,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,34
3657,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3658,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3659,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3660,1984,1,0,0,0,0,0,0,0,1,0,0,1,1,1
3661,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3662,1984,2,1,0,0,0,0,0,0,1,0,1,6,1,1
3663,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3664,1984,1,0,0,0,0,0,0,1,1,1,0,0,1,2
3665,1984,1,0,0,0,0,0,0,0,0,0,0,0,1,13
3666,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3667,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3668,1979,0,1,0,0,0,0,0,0,0,0,0,2,0,3
3669,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3670,1984,2,0,0,0,0,0,0,0,1,0,0,0,1,1
3671,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3672,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3673,1984,2,1,0,0,0,0,0,0,0,0,1,5,0,1
3674,1984,1,0,0,0,0,0,0,0,0,0,0,0,1,1
3675,1984,0,0,0,0,0,0,0,0,0,0,0,1,0,48
3676,1984,0,0,0,0,0,0,0,0,0,1,0,0,0,48
3677,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3678,1969,0,0,0,0,1,0,0,0,0,0,0,1,0,48
3679,1979,1,0,0,0,0,0,0,0,0,1,0,10,1,1
3680,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3681,1974,1,1,0,0,0,0,0,0,0,0,0,0,0,6
